,Steps until goal,Reward_until_goal
812,29.0,-1349
813,58.0,-2586
814,44.0,-2160
815,56.0,-2755
816,61.0,-3001
817,106.0,-4212
818,38.0,-2140
819,45.0,-3526
820,82.0,-6548
821,41.0,-2527
822,46.0,-3726
823,46.0,-2148
824,92.0,-5762
825,50.0,-2166
826,24.0,-520
827,68.0,-5752
828,65.0,-4171
829,42.0,-2343
830,36.0,-2721
831,56.0,-4745
832,32.0,-1722
833,91.0,-5192
834,57.0,-4973
835,30.0,-1165
836,103.0,-6981
837,34.0,-2719
838,75.0,-4551
839,105.0,-6428
840,164.0,-11832
841,87.0,-4975
842,123.0,-8380
843,38.0,-1728
844,30.0,-2331
845,57.0,-3154
846,34.0,-1368
847,45.0,-2559
848,47.0,-4523
849,44.0,-1535
850,65.0,-5948
851,40.0,-2753
852,28.0,-751
853,44.0,-3127
854,38.0,-1955
855,96.0,-5396
856,20.0,-715
857,57.0,-3566
858,94.0,-5010
859,149.0,-8832
860,44.0,-1350
861,55.0,-3550
862,76.0,-6755
863,36.0,-1171
864,42.0,-3736
865,41.0,-3124
866,44.0,-2544
867,45.0,-1948
868,44.0,-1549
869,49.0,-2563
870,95.0,-4571
871,49.0,-2933
872,32.0,-542
873,84.0,-3792
874,40.0,-1175
875,93.0,-4796
876,24.0,-1131
877,48.0,-2534
878,67.0,-4187
879,34.0,-1326
880,16.0,-924
881,44.0,-2530
882,68.0,-4558
883,45.0,-3739
884,38.0,-2325
885,39.0,-1530
886,78.0,-5036
887,26.0,-1360
888,38.0,-1997
889,58.0,-3951
890,56.0,-2343
891,45.0,-3128
892,49.0,-2748
893,53.0,-2752
894,71.0,-3367
895,135.0,-7837
896,62.0,-2349
897,165.0,-12430
898,79.0,-4370
899,65.0,-4953
900,36.0,-1527
901,86.0,-5187
902,73.0,-5345
903,88.0,-5573
904,48.0,-1581
905,32.0,-2134
906,28.0,-1718
907,112.0,-6264
908,56.0,-3551
909,68.0,-3577
910,48.0,-1951
911,32.0,-926
912,22.0,-731
913,53.0,-3335
914,37.0,-1528
915,41.0,-1546
916,68.0,-4345
917,76.0,-6556
918,44.0,-2942
919,54.0,-3535
920,31.0,-2318
921,31.0,-1522
922,53.0,-4728
923,40.0,-1573
924,99.0,-4062
925,46.0,-3527
926,26.0,-721
927,65.0,-4981
928,58.0,-4733
929,52.0,-2409
930,65.0,-4953
931,57.0,-4575
932,85.0,-4973
933,75.0,-4366
934,97.0,-5582
935,32.0,-755
936,82.0,-9533
937,56.0,-4148
938,54.0,-1971
939,36.0,-1726
940,63.0,-4340
941,42.0,-3139
942,70.0,-3792
943,44.0,-2530
944,121.0,-7240
945,53.0,-2752
946,38.0,-2538
947,36.0,-1726
948,36.0,-1939
949,78.0,-3786
950,69.0,-3365
951,56.0,-2172
952,42.0,-1945
953,32.0,-1167
954,20.0,-1511
955,89.0,-6171
956,41.0,-2143
957,30.0,-1137
958,60.0,-2162
959,55.0,-4147
960,65.0,-3574
961,38.0,-3121
962,43.0,-3140
963,54.0,-4530
964,41.0,-1745
965,43.0,-3723
966,64.0,-3374
967,143.0,-10219
968,28.0,-1931
969,26.0,-1147
970,38.0,-1728
971,81.0,-6589
972,109.0,-6802
973,37.0,-2338
974,66.0,-3006
975,22.0,-916
976,34.0,-2520
977,112.0,-8568
978,59.0,-4563
979,36.0,-1527
980,86.0,-5173
981,79.0,-5166
982,20.0,-331
983,34.0,-928
984,32.0,-1722
985,110.0,-8594
986,68.0,-3961
987,82.0,-4373
988,89.0,-4366
989,47.0,-4338
990,48.0,-2534
991,42.0,-2528
992,76.0,-7338
993,43.0,-2543
994,81.0,-5395
995,46.0,-2532
996,30.0,-1123
997,67.0,-3960
998,22.0,-745
999,89.0,-7379
1000,76.0,-3229
1001,20.0,-715
1002,49.0,-2748
1003,70.0,-3607
1004,97.0,-6392
1005,62.0,-2576
1006,62.0,-3997
1007,38.0,-1756
1008,50.0,-1967
1009,67.0,-5737
1010,52.0,-1969
1011,90.0,-4395
1012,77.0,-4382
1013,28.0,-1135
1014,105.0,-6585
1015,72.0,-2771
1016,42.0,-2727
1017,65.0,-4541
1018,84.0,-6365
1019,74.0,-4037
1020,40.0,-3123
1021,103.0,-5787
1022,44.0,-2928
1023,42.0,-1149
1024,45.0,-3725
1025,30.0,-1123
1026,45.0,-2133
1027,98.0,-6393
1028,31.0,-1934
1029,53.0,-3946
1030,77.0,-6145
1031,50.0,-2208
1032,72.0,-7334
1033,84.0,-5171
1034,41.0,-2925
1035,62.0,-4552
1036,106.0,-5633
1037,70.0,-3380
